"";"CO_MUNICIPIO";"Finais";"Iniciais";"Cod_Municio";"total";"Instituição";"UF";"Populacao";"Coluna";"Conta";"Valor";"gasto_aluno"
"165";"1501758";786;725;"1501758";1511;"Prefeitura Municipal de Brejo Grande do Araguaia - PA";"PA";7206;"Despesas Empenhadas";"12 - Educação";10069509,87;6664,1362475182
"166";"1501782";4223;5302;"1501782";9525;"Prefeitura Municipal de Breu Branco - PA";"PA";62737;"Despesas Empenhadas";"12 - Educação";59022159,98;6196,55222887139
"167";"1501808";17970;8853;"1501808";26823;"Prefeitura Municipal de Breves - PA";"PA";99080;"Despesas Empenhadas";"12 - Educação";142873089,53;5326,51416806472
"168";"1501907";3114;1959;"1501907";5073;"Prefeitura Municipal de Bujaru - PA";"PA";28016;"Despesas Empenhadas";"12 - Educação";32377117,56;6382,24276759314
"169";"1501956";2707;1281;"1501956";3988;"Prefeitura Municipal de Cachoeira do Piriá - PA";"PA";32139;"Despesas Empenhadas";"12 - Educação";28094601,08;7044,78462387161
"170";"1502004";1521;1485;"1502004";3006;"Prefeitura Municipal de Cachoeira do Arari - PA";"PA";22786;"Despesas Empenhadas";"12 - Educação";19481968,94;6481,0275914837
"171";"1502152";4058;5594;"1502152";9652;"Prefeitura Municipal de Canaã dos Carajás - PA";"PA";36027;"Despesas Empenhadas";"12 - Educação";70204395,59;7273,55942706175
"172";"1502202";462;4255;"1502202";4717;"Prefeitura Municipal de Capanema - PA";"PA";66759;"Despesas Empenhadas";"12 - Educação";34582461,9;7331,45259698961
"173";"1502301";3258;3640;"1502301";6898;"Prefeitura Municipal de Capitão Poço - PA";"PA";52768;"Despesas Empenhadas";"12 - Educação";41962745,04;6083,32053348797
"174";"1502400";4750;13299;"1502400";18049;"Prefeitura Municipal de Castanhal - PA";"PA";192571;"Despesas Empenhadas";"12 - Educação";134378581,95;7445,20926090088
"175";"1502509";3169;1255;"1502509";4424;"Prefeitura Municipal de Chaves - PA";"PA";22821;"Despesas Empenhadas";"12 - Educação";30319503,29;6853,41394439421
"176";"1502608";420;900;"1502608";1320;"Prefeitura Municipal de Colares - PA";"PA";11721;"Despesas Empenhadas";"12 - Educação";9832843,77;7449,12406818182
"177";"1502707";1320;3022;"1502707";4342;"Prefeitura Municipal de Conceição do Araguaia - PA";"PA";46485;"Despesas Empenhadas";"12 - Educação";36799361,27;8475,20987333026
"178";"1502756";3591;2252;"1502756";5843;"Prefeitura Municipal de Concórdia do Pará - PA";"PA";31884;"Despesas Empenhadas";"12 - Educação";51582085,35;8828,01392264248
"179";"1502764";892;1067;"1502764";1959;"Prefeitura Municipal de Cumaru do Norte - PA";"PA";12765;"Despesas Empenhadas";"12 - Educação";16354675,46;8348,4816028586
"180";"1502772";1593;1913;"1502772";3506;"Prefeitura Municipal de Curionópolis - PA";"PA";17578;"Despesas Empenhadas";"12 - Educação";28248286,14;8057,12667997718
"181";"1502855";1902;1106;"1502855";3008;"Prefeitura Municipal de Curuá - PA";"PA";13783;"Despesas Empenhadas";"12 - Educação";20252271,87;6732,80314827128
"182";"1502939";3310;3554;"1502939";6864;"Prefeitura Municipal de Dom Eliseu - PA";"PA";57251;"Despesas Empenhadas";"12 - Educação";45750404,99;6665,26879224942
"183";"1502954";3238;2949;"1502954";6187;"Prefeitura Municipal de Eldorado do Carajás - PA";"PA";32780;"Despesas Empenhadas";"12 - Educação";33797025,6;5462,58697268466
"184";"1503044";1786;1714;"1503044";3500;"Prefeitura Municipal de Floresta do Araguaia - PA";"PA";19508;"Despesas Empenhadas";"12 - Educação";26360971,72;7531,70620571429
"185";"1503077";2962;2644;"1503077";5606;"Prefeitura Municipal de Garrafão do Norte - PA";"PA";25345;"Despesas Empenhadas";"12 - Educação";35968827;6416,13039600428
"186";"1503093";2714;2884;"1503093";5598;"Prefeitura Municipal de Goianésia do Pará - PA";"PA";38677;"Despesas Empenhadas";"12 - Educação";39483699,35;7053,17959092533
"187";"1503101";4686;3565;"1503101";8251;"Prefeitura Municipal de Gurupá - PA";"PA";32049;"Despesas Empenhadas";"12 - Educação";66387392,15;8045,9813537753
"188";"1503200";987;1690;"1503200";2677;"Prefeitura Municipal de Igarapé-Açu - PA";"PA";37547;"Despesas Empenhadas";"12 - Educação";22842795,22;8532,98289876728
"189";"1503309";5937;7084;"1503309";13021;"Prefeitura Municipal de Igarapé-Miri - PA";"PA";60675;"Despesas Empenhadas";"12 - Educação";76926385,71;5907,87080178174
"190";"1503408";352;572;"1503408";924;"Prefeitura Municipal de Inhangapi - PA";"PA";11224;"Despesas Empenhadas";"12 - Educação";11846802,95;12821,2153138528
"191";"1503507";1129;1914;"1503507";3043;"Prefeitura Municipal de Irituia - PA";"PA";31664;"Despesas Empenhadas";"12 - Educação";24483372,38;8045,80097929675
"192";"1503606";7577;10014;"1503606";17591;"Prefeitura Municipal de Itaituba - PA";"PA";98485;"Despesas Empenhadas";"12 - Educação";112109552,6;6373,11992496163
"193";"1503705";3905;4148;"1503705";8053;"Prefeitura Municipal de Itupiranga - PA";"PA";51806;"Despesas Empenhadas";"12 - Educação";55313666,72;6868,70318142307
"194";"1503754";3250;1649;"1503754";4899;"Prefeitura Municipal de Jacareacanga - PA";"PA";41487;"Despesas Empenhadas";"12 - Educação";33435596,04;6824,98388242498
"195";"1503903";4928;5034;"1503903";9962;"Prefeitura Municipal de Juruti - PA";"PA";55179;"Despesas Empenhadas";"12 - Educação";74352815,21;7463,64336579
"196";"1504000";2658;3117;"1504000";5775;"Prefeitura Municipal de Limoeiro do Ajuru - PA";"PA";27760;"Despesas Empenhadas";"12 - Educação";32920491,45;5700,518
"197";"1504059";2999;3144;"1504059";6143;"Prefeitura Municipal de Mãe do Rio - PA";"PA";29112;"Despesas Empenhadas";"12 - Educação";32848831,81;5347,35989093277
"198";"1504109";777;640;"1504109";1417;"Prefeitura Municipal de Magalhães Barata - PA";"PA";8298;"Despesas Empenhadas";"12 - Educação";8323840,4;5874,2698659139
"199";"1504208";20869;21023;"1504208";41892;"Prefeitura Municipal de Marabá - PA";"PA";266932;"Despesas Empenhadas";"12 - Educação";275273057,35;6571,01731476177
"200";"1504307";3409;2114;"1504307";5523;"Prefeitura Municipal de Maracanã - PA";"PA";28668;"Despesas Empenhadas";"12 - Educação";36304975,4;6573,41578852073
"201";"1504422";7333;9779;"1504422";17112;"Prefeitura Municipal de Marituba - PA";"PA";125435;"Despesas Empenhadas";"12 - Educação";115851717,92;6770,20324450678
"202";"1504455";2790;2212;"1504455";5002;"Prefeitura Municipal de Medicilândia - PA";"PA";30315;"Despesas Empenhadas";"12 - Educação";27410432,28;5479,89449820072
"203";"1504505";4258;3169;"1504505";7427;"Prefeitura Municipal de Melgaço - PA";"PA";26652;"Despesas Empenhadas";"12 - Educação";47446699,13;6388,40704591356
"204";"1504604";3390;2843;"1504604";6233;"Prefeitura Municipal de Mocajuba - PA";"PA";29846;"Despesas Empenhadas";"12 - Educação";50683859,25;8131,53525589604
"205";"1504703";9108;5893;"1504703";15001;"Prefeitura Municipal de Moju - PA";"PA";78629;"Despesas Empenhadas";"12 - Educação";40285528,56;2685,52286914206
"206";"1504752";2735;1394;"1504752";4129;"Prefeitura Municipal de Mojuí dos Campos - PA";"PA";15548;"Despesas Empenhadas";"12 - Educação";21720972,22;5260,58905788326
"207";"1504802";7027;4884;"1504802";11911;"Prefeitura Municipal de Monte Alegre - PA";"PA";56391;"Despesas Empenhadas";"12 - Educação";60322880,29;5064,46816304257
"208";"1504976";1563;1065;"1504976";2628;"Prefeitura Municipal de Nova Ipixuna - PA";"PA";16032;"Despesas Empenhadas";"12 - Educação";17326261,61;6592,94581811263
"209";"1505007";1038;769;"1505007";1807;"Prefeitura Municipal de Nova Timboteua - PA";"PA";14791;"Despesas Empenhadas";"12 - Educação";11173644,06;6183,53296070836
"210";"1505031";2407;2405;"1505031";4812;"Prefeitura Municipal de Novo Progresso - PA";"PA";25102;"Despesas Empenhadas";"12 - Educação";29673201,52;6166,50073150457
"211";"1505064";8003;5984;"1505064";13987;"Prefeitura Municipal de Novo Repartimento - PA";"PA";72347;"Despesas Empenhadas";"12 - Educação";77391342,09;5533,0908765282
"212";"1505106";5822;5152;"1505106";10974;"Prefeitura Municipal de Óbidos - PA";"PA";50596;"Despesas Empenhadas";"12 - Educação";57770586,7;5264,31444322945
"213";"1505205";3718;4570;"1505205";8288;"Prefeitura Municipal de Oeiras do Pará - PA";"PA";31257;"Despesas Empenhadas";"12 - Educação";44514950,91;5371,0124167471
"214";"1505304";6358;6640;"1505304";12998;"Prefeitura Municipal de Oriximiná - PA";"PA";70071;"Despesas Empenhadas";"12 - Educação";86511238,74;6655,73463148177
"215";"1505403";725;1147;"1505403";1872;"Prefeitura Municipal de Ourém - PA";"PA";17237;"Despesas Empenhadas";"12 - Educação";15488118,15;8273,56738782051
"216";"1505437";2882;2833;"1505437";5715;"Prefeitura Municipal de Ourilândia do Norte - PA";"PA";31359;"Despesas Empenhadas";"12 - Educação";38519338,36;6740,04170778653
"217";"1505486";5380;2986;"1505486";8366;"Prefeitura Municipal de Pacajá - PA";"PA";45596;"Despesas Empenhadas";"12 - Educação";45467623,92;5434,81041357877
"218";"1505502";9031;9953;"1505502";18984;"Prefeitura Municipal de Paragominas - PA";"PA";108547;"Despesas Empenhadas";"12 - Educação";114046421,98;6007,50221133586
"219";"1505536";16676;20073;"1505536";36749;"Prefeitura Municipal de Parauapebas - PA";"PA";196259;"Despesas Empenhadas";"12 - Educação";293775569,37;7994,11057089989
"220";"1505551";793;548;"1505551";1341;"Prefeitura Municipal de Pau D'Arco - PA";"PA";5436;"Despesas Empenhadas";"12 - Educação";11939465,23;8903,40434750186
"221";"1505601";661;668;"1505601";1329;"Prefeitura Municipal de Peixe-Boi - PA";"PA";7867;"Despesas Empenhadas";"12 - Educação";7541615,91;5674,65455981941
"222";"1505635";1425;1064;"1505635";2489;"Prefeitura Municipal de Piçarra - PA";"PA";12653;"Despesas Empenhadas";"12 - Educação";16553929,76;6650,83558055444
"223";"1505650";1577;1155;"1505650";2732;"Prefeitura Municipal de Placas - PA";"PA";29336;"Despesas Empenhadas";"12 - Educação";22802702,43;8346,52358345534
"224";"1505700";2343;1883;"1505700";4226;"Prefeitura Municipal de Ponta de Pedras - PA";"PA";29700;"Despesas Empenhadas";"12 - Educação";23846459,41;5642,79683151917
"225";"1505809";10812;5383;"1505809";16195;"Prefeitura Municipal de Portel - PA";"PA";59322;"Despesas Empenhadas";"12 - Educação";87433289,22;5398,78290953998
"226";"1505908";7391;2595;"1505908";9986;"Prefeitura Municipal de Porto de Moz - PA";"PA";39246;"Despesas Empenhadas";"12 - Educação";64272139,2;6436,22463448828
"227";"1506005";4133;3407;"1506005";7540;"Prefeitura Municipal de Prainha - PA";"PA";29132;"Despesas Empenhadas";"12 - Educação";43374894,79;5752,638566313
"228";"1506104";119;1006;"1506104";1125;"Prefeitura Municipal de Primavera - PA";"PA";10510;"Despesas Empenhadas";"12 - Educação";9341587,8;8303,6336
"229";"1506112";185;1145;"1506112";1330;"Prefeitura Municipal de Quatipuru - PA";"PA";13142;"Despesas Empenhadas";"12 - Educação";8647601,69;6501,95615789474
"230";"1506138";5267;6039;"1506138";11306;"Prefeitura Municipal de Redenção - PA";"PA";81647;"Despesas Empenhadas";"12 - Educação";63679914,97;5632,40005041571
"231";"1506161";1235;1453;"1506161";2688;"Prefeitura Municipal de Rio Maria - PA";"PA";17721;"Despesas Empenhadas";"12 - Educação";16922198,06;6295,46058779762
"232";"1506187";2604;3360;"1506187";5964;"Prefeitura Municipal de Rondon do Pará - PA";"PA";50460;"Despesas Empenhadas";"12 - Educação";44105169,33;7395,2329527163
"233";"1506195";2164;2001;"1506195";4165;"Prefeitura Municipal de Rurópolis - PA";"PA";47971;"Despesas Empenhadas";"12 - Educação";29058639,8;6976,86429771909
"234";"1506203";1054;3166;"1506203";4220;"Prefeitura Municipal de Salinópolis - PA";"PA";39328;"Despesas Empenhadas";"12 - Educação";28293197,88;6704,54926066351
"235";"1506351";365;1839;"1506351";2204;"Prefeitura Municipal de Santa Bárbara do Pará - PA";"PA";20077;"Despesas Empenhadas";"12 - Educação";13641564,59;6189,45761796733
"236";"1506401";349;548;"1506401";897;"Prefeitura Municipal de Santa Cruz do Arari - PA";"PA";9635;"Despesas Empenhadas";"12 - Educação";6471026,3;7214,07614269788
"237";"1506500";4026;5342;"1506500";9368;"Prefeitura Municipal de Santa Izabel do Pará - PA";"PA";67686;"Despesas Empenhadas";"12 - Educação";57247330,46;6110,94475448335
"238";"1506559";2392;1552;"1506559";3944;"Prefeitura Municipal de Santa Luzia do Pará - PA";"PA";19348;"Despesas Empenhadas";"12 - Educação";21004635,75;5325,7190035497
"239";"1506583";1589;1559;"1506583";3148;"Prefeitura Municipal de Santa Maria das Barreiras - PA";"PA";20396;"Despesas Empenhadas";"12 - Educação";20478784,77;6505,3318837357
"240";"1506609";407;1455;"1506609";1862;"Prefeitura Municipal de Santa Maria do Pará - PA";"PA";24059;"Despesas Empenhadas";"12 - Educação";15793292,95;8481,8973952739
"241";"1506708";2945;3361;"1506708";6306;"Prefeitura Municipal de Santana do Araguaia - PA";"PA";68934;"Despesas Empenhadas";"12 - Educação";45570853,65;7226,58637012369
"242";"1506807";22536;24508;"1506807";47044;"Prefeitura Municipal de Santarém - PA";"PA";294447;"Despesas Empenhadas";"12 - Educação";252682904,3;5371,20364552334
"243";"1507003";2511;2100;"1507003";4611;"Prefeitura Municipal de Santo Antônio do Tauá - PA";"PA";30129;"Despesas Empenhadas";"12 - Educação";28035305,9;6080,09236608111
"244";"1507102";1386;1061;"1507102";2447;"Prefeitura Municipal de São Caetano de Odivelas - PA";"PA";17492;"Despesas Empenhadas";"12 - Educação";15415809,63;6299,8813363302
"245";"1507151";2091;1980;"1507151";4071;"Prefeitura Municipal de São Domingos do Araguaia - PA";"PA";24659;"Despesas Empenhadas";"12 - Educação";23790583,06;5843,91625153525
"246";"1507300";6343;5311;"1507300";11654;"Prefeitura Municipal de São Félix do Xingu - PA";"PA";120580;"Despesas Empenhadas";"12 - Educação";70410613,76;6041,75508494937
"247";"1507409";1391;1002;"1507409";2393;"Prefeitura Municipal de São Francisco do Pará - PA";"PA";15418;"Despesas Empenhadas";"12 - Educação";14348371,39;5995,97634350188
"248";"1507466";791;313;"1507466";1104;"Prefeitura Municipal de São João da Ponta - PA";"PA";5884;"Despesas Empenhadas";"12 - Educação";6427467,01;5821,98098731884
"249";"1507474";2234;2087;"1507474";4321;"Prefeitura Municipal de São João de Pirabas - PA";"PA";22207;"Despesas Empenhadas";"12 - Educação";23405565,21;5416,70104373987
"250";"1507508";1436;1335;"1507508";2771;"Prefeitura Municipal de São João do Araguaia - PA";"PA";13569;"Despesas Empenhadas";"12 - Educação";17436744,64;6292,58197040779
"251";"1507607";5550;4683;"1507607";10233;"Prefeitura Municipal de São Miguel do Guamá - PA";"PA";56667;"Despesas Empenhadas";"12 - Educação";57453657,99;5614,54685722662
"252";"1507706";2997;2751;"1507706";5748;"Prefeitura Municipal de São Sebastião da Boa Vista - PA";"PA";25540;"Despesas Empenhadas";"12 - Educação";32944647,61;5731,49749652053
"253";"1507755";616;601;"1507755";1217;"Prefeitura Municipal de Sapucaia - PA";"PA";5678;"Despesas Empenhadas";"12 - Educação";9232377,67;7586,17721446179
"254";"1507805";1790;1742;"1507805";3532;"Prefeitura Municipal de Senador José Porfírio - PA";"PA";11587;"Despesas Empenhadas";"12 - Educação";22453464,47;6357,1530209513
"255";"1507904";717;2522;"1507904";3239;"Prefeitura Municipal de Soure - PA";"PA";24488;"Despesas Empenhadas";"12 - Educação";17770079,56;5486,28575486261
"256";"1507953";6456;6991;"1507953";13447;"Prefeitura Municipal de Tailândia - PA";"PA";100300;"Despesas Empenhadas";"12 - Educação";77663782,97;5775,5471830148
"257";"1507979";1484;1569;"1507979";3053;"Prefeitura Municipal de Terra Santa - PA";"PA";18105;"Despesas Empenhadas";"12 - Educação";20638588,11;6760,10092040616
"258";"1508001";6618;7668;"1508001";14286;"Prefeitura Municipal de Tomé-Açu - PA";"PA";61095;"Despesas Empenhadas";"12 - Educação";84246106,64;5897,10952260955
"259";"1508035";3574;2318;"1508035";5892;"Prefeitura Municipal de Tracuateua - PA";"PA";29793;"Despesas Empenhadas";"12 - Educação";31006872,28;5262,5377257298
"260";"1508050";1196;1554;"1508050";2750;"Prefeitura Municipal de Trairão - PA";"PA";18280;"Despesas Empenhadas";"12 - Educação";16385013,68;5958,18679272727
"261";"1508084";2614;3149;"1508084";5763;"Prefeitura Municipal de Tucumã - PA";"PA";37920;"Despesas Empenhadas";"12 - Educação";40036359,06;6947,13847995836
"262";"1508100";7411;9737;"1508100";17148;"Prefeitura Municipal de Tucuruí - PA";"PA";108885;"Despesas Empenhadas";"12 - Educação";112612572,19;6567,0965821087
"263";"1508126";2501;2245;"1508126";4746;"Prefeitura Municipal de Ulianópolis - PA";"PA";55739;"Despesas Empenhadas";"12 - Educação";31553309,04;6648,4005562579
"264";"1508159";3734;3073;"1508159";6807;"Prefeitura Municipal de Uruará - PA";"PA";44370;"Despesas Empenhadas";"12 - Educação";47729864,6;7011,87962391656
"265";"1508209";1052;4039;"1508209";5091;"Prefeitura Municipal de Vigia - PA";"PA";51705;"Despesas Empenhadas";"12 - Educação";31830994,93;6252,40521115694
"266";"1508308";7495;6440;"1508308";13935;"Prefeitura Municipal de Viseu - PA";"PA";59401;"Despesas Empenhadas";"12 - Educação";81565693,05;5853,29695371367
"267";"1508407";3015;3875;"1508407";6890;"Prefeitura Municipal de Xinguara - PA";"PA";43188;"Despesas Empenhadas";"12 - Educação";42552231,89;6175,94076777939
"268";"1600055";19;486;"1600055";505;"Prefeitura Municipal de Serra do Navio - AP";"AP";5025;"Despesas Empenhadas";"12 - Educação";4847114,72;9598,24697029703
"269";"1600105";37;711;"1600105";748;"Prefeitura Municipal de Amapá - AP";"AP";8690;"Despesas Empenhadas";"12 - Educação";6415961,16;8577,48818181818
"270";"1600154";90;1112;"1600154";1202;"Prefeitura Municipal de Pedra Branca do Amapari - AP";"AP";14560;"Despesas Empenhadas";"12 - Educação";14682436,33;12215,005266223
"271";"1600204";25;961;"1600204";986;"Prefeitura Municipal de Calçoene - AP";"AP";10345;"Despesas Empenhadas";"12 - Educação";8984927,23;9112,50226166329
"272";"1600238";275;819;"1600238";1094;"Prefeitura Municipal de Ferreira Gomes - AP";"AP";7087;"Despesas Empenhadas";"12 - Educação";15369472,33;14048,8778153565
"273";"1600253";99;512;"1600253";611;"Prefeitura Municipal de Itaubal - AP";"AP";5061;"Despesas Empenhadas";"12 - Educação";5555771,46;9092,91564648118
"274";"1600279";667;3227;"1600279";3894;"Prefeitura Municipal de Laranjal do Jari - AP";"AP";46639;"Despesas Empenhadas";"12 - Educação";37298214,38;9578,38068310221
